spatial id,temporal id,Target (normal),Normal target,occurrence t-10,occurrence t-9,occurrence t-8,occurrence t-7,occurrence t-6,occurrence t-5,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
3,43,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,44,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0
3,45,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
3,46,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1
3,47,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
3,48,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0
3,49,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0
3,50,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
3,51,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0
3,52,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
3,53,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
3,54,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
3,55,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
3,56,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
3,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,58,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,59,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,60,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,61,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,62,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,63,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,64,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,68,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,69,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
3,70,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1
3,72,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0
3,73,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0
3,74,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0
3,75,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
3,76,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0
3,77,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
3,78,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1
3,79,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0
3,80,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0
3,81,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0
3,82,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0
3,83,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1
3,84,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
3,85,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1
3,86,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0
3,87,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0
3,88,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0
3,89,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0
3,90,1.0,1.0,0,0,0,1,0,1,0,0,0,0,1
3,91,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0
3,92,0.0,0.0,0,1,0,1,0,0,0,0,1,0,1
3,93,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0
3,94,1.0,1.0,0,1,0,0,0,0,1,0,1,0,0
3,95,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0
3,96,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1
3,97,1.0,1.0,0,0,0,1,0,1,0,0,0,1,0
3,98,1.0,1.0,0,0,1,0,1,0,0,0,1,0,0
3,99,1.0,1.0,0,1,0,1,0,0,0,1,0,0,1
3,100,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1
3,101,1.0,1.0,0,1,0,0,0,1,0,0,1,1,1
3,102,0.0,0.0,1,0,0,0,1,0,0,1,1,1,0
3,103,1.0,1.0,0,0,0,1,0,0,1,1,1,0,1
3,104,0.0,0.0,0,0,1,0,0,1,1,1,0,1,0
3,105,0.0,0.0,0,1,0,0,1,1,1,0,1,0,1
3,106,1.0,1.0,1,0,0,1,1,1,0,1,0,1,0
3,107,0.0,0.0,0,0,1,1,1,0,1,0,1,0,0
3,108,1.0,1.0,0,1,1,1,0,1,0,1,0,0,1
3,109,0.0,0.0,1,1,1,0,1,0,1,0,0,1,0
3,110,0.0,0.0,1,1,0,1,0,1,0,0,1,0,1
3,111,0.0,0.0,1,0,1,0,1,0,0,1,0,1,0
3,112,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
3,113,0.0,0.0,1,0,1,0,0,1,0,1,0,0,0
3,114,1.0,1.0,0,1,0,0,1,0,1,0,0,0,0
3,115,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0
3,116,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
3,117,0.0,0.0,0,1,0,1,0,0,0,0,0,1,0
3,118,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0
3,119,1.0,1.0,0,1,0,0,0,0,0,1,0,0,0
3,120,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1
3,121,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1
3,122,0.0,0.0,0,0,0,0,1,0,0,0,1,1,0
3,123,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0
3,124,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0
3,125,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0
3,126,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0
3,127,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0
3,128,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0
3,129,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1
3,130,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0
3,131,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0
3,132,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1
3,133,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0
3,134,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1
3,135,1.0,1.0,0,0,0,0,1,0,0,1,0,1,0
3,136,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0
3,137,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1
3,138,0.0,0.0,0,1,0,0,1,0,1,0,0,1,0
3,139,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0
3,140,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0
3,141,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0
3,142,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0
3,143,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0
3,144,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0
3,145,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1
3,146,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0
3,147,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1
3,148,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0
3,149,1.0,1.0,0,0,0,0,0,0,1,0,1,0,0
3,150,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0
3,151,1.0,1.0,0,0,0,0,1,0,1,0,0,0,1
3,152,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1
3,153,0.0,0.0,0,0,1,0,1,0,0,0,1,1,1
3,154,0.0,0.0,0,1,0,1,0,0,0,1,1,1,0
3,155,0.0,0.0,1,0,1,0,0,0,1,1,1,0,0
3,156,1.0,1.0,0,1,0,0,0,1,1,1,0,0,0
3,157,0.0,0.0,1,0,0,0,1,1,1,0,0,0,0
3,158,0.0,0.0,0,0,0,1,1,1,0,0,0,0,1
3,159,0.0,0.0,0,0,1,1,1,0,0,0,0,1,0
3,160,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0
3,161,1.0,1.0,1,1,1,0,0,0,0,1,0,0,0
3,162,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0
3,163,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1
3,164,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0
3,165,1.0,1.0,0,0,0,1,0,0,0,0,1,0,1
3,166,1.0,1.0,0,0,1,0,0,0,0,1,0,1,1
3,167,1.0,1.0,0,1,0,0,0,0,1,0,1,1,1
3,168,1.0,1.0,1,0,0,0,0,1,0,1,1,1,1
3,169,1.0,1.0,0,0,0,0,1,0,1,1,1,1,1
3,170,0.0,0.0,0,0,0,1,0,1,1,1,1,1,1
3,171,0.0,0.0,0,0,1,0,1,1,1,1,1,1,1
3,172,1.0,1.0,0,1,0,1,1,1,1,1,1,1,0
3,173,1.0,1.0,1,0,1,1,1,1,1,1,1,0,0
3,174,1.0,1.0,0,1,1,1,1,1,1,1,0,0,1
3,175,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1
3,176,0.0,0.0,1,1,1,1,1,1,0,0,1,1,1
3,177,0.0,0.0,1,1,1,1,1,0,0,1,1,1,0
3,178,1.0,1.0,1,1,1,1,0,0,1,1,1,0,0
3,179,0.0,0.0,1,1,1,0,0,1,1,1,0,0,0
3,180,1.0,1.0,1,1,0,0,1,1,1,0,0,0,1
3,181,0.0,0.0,1,0,0,1,1,1,0,0,0,1,0
3,182,0.0,0.0,0,0,1,1,1,0,0,0,1,0,1
3,183,0.0,0.0,0,1,1,1,0,0,0,1,0,1,0
3,184,0.0,0.0,1,1,1,0,0,0,1,0,1,0,0
3,185,1.0,1.0,1,1,0,0,0,1,0,1,0,0,0
3,186,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0
3,187,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1
3,188,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0
3,189,1.0,1.0,0,1,0,1,0,0,0,0,1,0,0
3,190,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0
3,191,1.0,1.0,0,1,0,0,0,0,1,0,0,0,1
3,192,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0
3,193,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1
3,194,1.0,1.0,0,0,0,1,0,0,0,1,0,1,0
3,195,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1
3,196,0.0,0.0,0,1,0,0,0,1,0,1,0,1,1
3,197,0.0,0.0,1,0,0,0,1,0,1,0,1,1,0
3,198,0.0,0.0,0,0,0,1,0,1,0,1,1,0,0
3,199,0.0,0.0,0,0,1,0,1,0,1,1,0,0,0
3,200,1.0,1.0,0,1,0,1,0,1,1,0,0,0,0
3,201,0.0,0.0,1,0,1,0,1,1,0,0,0,0,0
3,202,0.0,0.0,0,1,0,1,1,0,0,0,0,0,1
3,203,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0
3,204,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0
3,205,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0
3,206,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0
3,207,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0
3,208,1.0,1.0,0,0,0,0,1,0,0,0,0,0,1
3,209,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1
3,210,1.0,1.0,0,0,1,0,0,0,0,0,1,1,1
3,211,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0
3,212,1.0,1.0,1,0,0,0,0,0,1,1,1,0,1
3,213,0.0,0.0,0,0,0,0,0,1,1,1,0,1,0
3,214,1.0,1.0,0,0,0,0,1,1,1,0,1,0,1
3,215,0.0,0.0,0,0,0,1,1,1,0,1,0,1,0
3,216,1.0,1.0,0,0,1,1,1,0,1,0,1,0,1
3,217,1.0,1.0,0,1,1,1,0,1,0,1,0,1,0
3,218,0.0,0.0,1,1,1,0,1,0,1,0,1,0,1
3,219,1.0,1.0,1,1,0,1,0,1,0,1,0,1,1
3,220,0.0,0.0,1,0,1,0,1,0,1,0,1,1,0
3,221,0.0,0.0,0,1,0,1,0,1,0,1,1,0,1
3,222,1.0,1.0,1,0,1,0,1,0,1,1,0,1,0
3,223,0.0,0.0,0,1,0,1,0,1,1,0,1,0,0
3,224,0.0,0.0,1,0,1,0,1,1,0,1,0,0,1
3,225,0.0,0.0,0,1,0,1,1,0,1,0,0,1,0
3,226,1.0,1.0,1,0,1,1,0,1,0,0,1,0,0
3,227,1.0,1.0,0,1,1,0,1,0,0,1,0,0,0
3,228,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1
3,229,1.0,1.0,1,0,1,0,0,1,0,0,0,1,1
3,230,1.0,1.0,0,1,0,0,1,0,0,0,1,1,0
3,231,1.0,1.0,1,0,0,1,0,0,0,1,1,0,1
3,232,0.0,0.0,0,0,1,0,0,0,1,1,0,1,1
3,233,0.0,0.0,0,1,0,0,0,1,1,0,1,1,1
3,234,0.0,0.0,1,0,0,0,1,1,0,1,1,1,0
3,235,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0
3,236,0.0,0.0,0,0,1,1,0,1,1,1,0,0,0
3,237,0.0,0.0,0,1,1,0,1,1,1,0,0,0,0
3,238,0.0,0.0,1,1,0,1,1,1,0,0,0,0,0
3,239,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0
3,240,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0
3,241,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0
3,242,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0
3,243,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
3,244,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1
3,245,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0
3,246,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0
3,247,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1
3,248,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1
3,249,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0
3,250,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0
3,251,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1
3,252,1.0,1.0,0,0,1,0,0,1,1,0,0,1,0
3,253,0.0,0.0,0,1,0,0,1,1,0,0,1,0,0
3,254,1.0,1.0,1,0,0,1,1,0,0,1,0,0,1
3,255,0.0,0.0,0,0,1,1,0,0,1,0,0,1,0
3,256,0.0,0.0,0,1,1,0,0,1,0,0,1,0,1
3,257,1.0,1.0,1,1,0,0,1,0,0,1,0,1,0
3,258,1.0,1.0,1,0,0,1,0,0,1,0,1,0,0
3,259,1.0,1.0,0,0,1,0,0,1,0,1,0,0,1
3,260,0.0,0.0,0,1,0,0,1,0,1,0,0,1,1
3,261,1.0,1.0,1,0,0,1,0,1,0,0,1,1,1
3,262,1.0,1.0,0,0,1,0,1,0,0,1,1,1,0
3,263,1.0,1.0,0,1,0,1,0,0,1,1,1,0,1
3,264,1.0,1.0,1,0,1,0,0,1,1,1,0,1,1
3,265,1.0,1.0,0,1,0,0,1,1,1,0,1,1,1
3,266,0.0,0.0,1,0,0,1,1,1,0,1,1,1,1
3,267,0.0,0.0,0,0,1,1,1,0,1,1,1,1,1
3,268,1.0,1.0,0,1,1,1,0,1,1,1,1,1,0
3,269,0.0,0.0,1,1,1,0,1,1,1,1,1,0,0
3,270,1.0,1.0,1,1,0,1,1,1,1,1,0,0,1
3,271,0.0,0.0,1,0,1,1,1,1,1,0,0,1,0
3,272,0.0,0.0,0,1,1,1,1,1,0,0,1,0,1
3,273,0.0,0.0,1,1,1,1,1,0,0,1,0,1,0
3,274,0.0,0.0,1,1,1,1,0,0,1,0,1,0,0
3,275,1.0,1.0,1,1,1,0,0,1,0,1,0,0,0
3,276,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0
3,277,0.0,0.0,1,0,0,1,0,1,0,0,0,0,1
3,278,1.0,1.0,0,0,1,0,1,0,0,0,0,1,0
3,279,1.0,1.0,0,1,0,1,0,0,0,0,1,0,0
3,280,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1
3,281,0.0,0.0,0,1,0,0,0,0,1,0,0,1,1
3,282,1.0,1.0,1,0,0,0,0,1,0,0,1,1,0
3,283,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0
3,284,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1
3,285,0.0,0.0,0,0,1,0,0,1,1,0,0,1,0
3,286,1.0,1.0,0,1,0,0,1,1,0,0,1,0,0
3,287,0.0,0.0,1,0,0,1,1,0,0,1,0,0,0
3,288,0.0,0.0,0,0,1,1,0,0,1,0,0,0,1
3,289,1.0,1.0,0,1,1,0,0,1,0,0,0,1,0
3,290,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0
3,291,0.0,0.0,1,0,0,1,0,0,0,1,0,0,1
3,292,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0
3,293,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0
3,294,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1
3,295,1.0,1.0,0,0,0,1,0,0,1,0,0,1,1
3,296,0.0,0.0,0,0,1,0,0,1,0,0,1,1,1
3,297,1.0,1.0,0,1,0,0,1,0,0,1,1,1,1
3,298,0.0,0.0,1,0,0,1,0,0,1,1,1,1,0
3,299,0.0,0.0,0,0,1,0,0,1,1,1,1,0,1
3,300,0.0,0.0,0,1,0,0,1,1,1,1,0,1,0
3,301,1.0,1.0,1,0,0,1,1,1,1,0,1,0,0
3,302,1.0,1.0,0,0,1,1,1,1,0,1,0,0,0
3,303,0.0,0.0,0,1,1,1,1,0,1,0,0,0,1
3,304,0.0,0.0,1,1,1,1,0,1,0,0,0,1,1
3,305,1.0,1.0,1,1,1,0,1,0,0,0,1,1,0
3,306,0.0,0.0,1,1,0,1,0,0,0,1,1,0,0
3,307,1.0,1.0,1,0,1,0,0,0,1,1,0,0,1
3,308,0.0,0.0,0,1,0,0,0,1,1,0,0,1,0
3,309,0.0,0.0,1,0,0,0,1,1,0,0,1,0,1
3,310,0.0,0.0,0,0,0,1,1,0,0,1,0,1,0
3,311,0.0,0.0,0,0,1,1,0,0,1,0,1,0,0
3,312,0.0,0.0,0,1,1,0,0,1,0,1,0,0,0
3,313,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0
3,314,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0
3,315,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0
3,316,1.0,1.0,0,1,0,1,0,0,0,0,0,0,1
3,317,1.0,1.0,1,0,1,0,0,0,0,0,0,1,1
3,318,1.0,1.0,0,1,0,0,0,0,0,0,1,1,1
3,319,0.0,0.0,1,0,0,0,0,0,0,1,1,1,1
3,320,1.0,1.0,0,0,0,0,0,0,1,1,1,1,1
3,321,0.0,0.0,0,0,0,0,0,1,1,1,1,1,0
3,322,1.0,1.0,0,0,0,0,1,1,1,1,1,0,1
3,323,1.0,1.0,0,0,0,1,1,1,1,1,0,1,0
3,324,0.0,0.0,0,0,1,1,1,1,1,0,1,0,1
3,325,1.0,1.0,0,1,1,1,1,1,0,1,0,1,1
3,326,1.0,1.0,1,1,1,1,1,0,1,0,1,1,0
3,327,0.0,0.0,1,1,1,1,0,1,0,1,1,0,1
3,328,0.0,0.0,1,1,1,0,1,0,1,1,0,1,1
3,329,0.0,0.0,1,1,0,1,0,1,1,0,1,1,0
3,330,1.0,1.0,1,0,1,0,1,1,0,1,1,0,0
3,331,0.0,0.0,0,1,0,1,1,0,1,1,0,0,0
3,332,1.0,1.0,1,0,1,1,0,1,1,0,0,0,1
3,333,1.0,1.0,0,1,1,0,1,1,0,0,0,1,0
3,334,1.0,1.0,1,1,0,1,1,0,0,0,1,0,1
3,335,0.0,0.0,1,0,1,1,0,0,0,1,0,1,1
3,336,0.0,0.0,0,1,1,0,0,0,1,0,1,1,1
3,337,1.0,1.0,1,1,0,0,0,1,0,1,1,1,0
3,338,1.0,1.0,1,0,0,0,1,0,1,1,1,0,0
3,339,0.0,0.0,0,0,0,1,0,1,1,1,0,0,1
3,340,1.0,1.0,0,0,1,0,1,1,1,0,0,1,1
3,341,1.0,1.0,0,1,0,1,1,1,0,0,1,1,0
3,342,0.0,0.0,1,0,1,1,1,0,0,1,1,0,1
3,343,0.0,0.0,0,1,1,1,0,0,1,1,0,1,1
3,344,1.0,1.0,1,1,1,0,0,1,1,0,1,1,0
3,345,1.0,1.0,1,1,0,0,1,1,0,1,1,0,0
3,346,0.0,0.0,1,0,0,1,1,0,1,1,0,0,1
3,347,1.0,1.0,0,0,1,1,0,1,1,0,0,1,1
3,348,0.0,0.0,0,1,1,0,1,1,0,0,1,1,0
3,349,0.0,0.0,1,1,0,1,1,0,0,1,1,0,1
3,350,1.0,1.0,1,0,1,1,0,0,1,1,0,1,0
3,351,0.0,0.0,0,1,1,0,0,1,1,0,1,0,0
3,352,1.0,1.0,1,1,0,0,1,1,0,1,0,0,1
3,353,1.0,1.0,1,0,0,1,1,0,1,0,0,1,0
3,354,1.0,1.0,0,0,1,1,0,1,0,0,1,0,1
3,355,0.0,0.0,0,1,1,0,1,0,0,1,0,1,1
3,356,1.0,1.0,1,1,0,1,0,0,1,0,1,1,1
3,357,1.0,1.0,1,0,1,0,0,1,0,1,1,1,0
3,358,1.0,1.0,0,1,0,0,1,0,1,1,1,0,1
3,359,1.0,1.0,1,0,0,1,0,1,1,1,0,1,1
3,360,1.0,1.0,0,0,1,0,1,1,1,0,1,1,1
3,361,1.0,1.0,0,1,0,1,1,1,0,1,1,1,1
3,362,1.0,1.0,1,0,1,1,1,0,1,1,1,1,1
3,363,0.0,0.0,0,1,1,1,0,1,1,1,1,1,1
3,364,1.0,1.0,1,1,1,0,1,1,1,1,1,1,1
3,365,1.0,1.0,1,1,0,1,1,1,1,1,1,1,0
3,366,1.0,1.0,1,0,1,1,1,1,1,1,1,0,1
3,367,0.0,0.0,0,1,1,1,1,1,1,1,0,1,1
3,368,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1
3,369,0.0,0.0,1,1,1,1,1,1,0,1,1,1,0
3,370,1.0,1.0,1,1,1,1,1,0,1,1,1,0,1
3,371,1.0,1.0,1,1,1,1,0,1,1,1,0,1,0
3,372,1.0,1.0,1,1,1,0,1,1,1,0,1,0,1
3,373,1.0,1.0,1,1,0,1,1,1,0,1,0,1,1
3,374,0.0,0.0,1,0,1,1,1,0,1,0,1,1,1
3,375,1.0,1.0,0,1,1,1,0,1,0,1,1,1,1
3,376,0.0,0.0,1,1,1,0,1,0,1,1,1,1,0
3,377,0.0,0.0,1,1,0,1,0,1,1,1,1,0,1
3,378,0.0,0.0,1,0,1,0,1,1,1,1,0,1,0
3,379,1.0,1.0,0,1,0,1,1,1,1,0,1,0,0
3,380,1.0,1.0,1,0,1,1,1,1,0,1,0,0,0
3,381,1.0,1.0,0,1,1,1,1,0,1,0,0,0,1
3,382,1.0,1.0,1,1,1,1,0,1,0,0,0,1,1
3,383,1.0,1.0,1,1,1,0,1,0,0,0,1,1,1
3,384,1.0,1.0,1,1,0,1,0,0,0,1,1,1,1
3,385,1.0,1.0,1,0,1,0,0,0,1,1,1,1,1
3,386,0.0,0.0,0,1,0,0,0,1,1,1,1,1,1
3,387,0.0,0.0,1,0,0,0,1,1,1,1,1,1,1
3,388,1.0,1.0,0,0,0,1,1,1,1,1,1,1,0
3,389,1.0,1.0,0,0,1,1,1,1,1,1,1,0,0
3,390,1.0,1.0,0,1,1,1,1,1,1,1,0,0,1
3,391,0.0,0.0,1,1,1,1,1,1,1,0,0,1,1
3,392,0.0,0.0,1,1,1,1,1,1,0,0,1,1,1
3,393,1.0,1.0,1,1,1,1,1,0,0,1,1,1,0
3,394,1.0,1.0,1,1,1,1,0,0,1,1,1,0,0
3,395,0.0,0.0,1,1,1,0,0,1,1,1,0,0,1
3,396,0.0,0.0,1,1,0,0,1,1,1,0,0,1,1
3,397,1.0,1.0,1,0,0,1,1,1,0,0,1,1,0
3,398,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0
3,399,1.0,1.0,0,1,1,1,0,0,1,1,0,0,1
3,400,0.0,0.0,1,1,1,0,0,1,1,0,0,1,0
3,401,0.0,0.0,1,1,0,0,1,1,0,0,1,0,1
3,402,0.0,0.0,1,0,0,1,1,0,0,1,0,1,0
3,403,0.0,0.0,0,0,1,1,0,0,1,0,1,0,0
3,404,0.0,0.0,0,1,1,0,0,1,0,1,0,0,0
3,405,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0
3,406,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0
3,407,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0
3,408,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0
3,409,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1
3,410,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0
3,411,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0
3,412,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0
3,413,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0
3,414,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
3,415,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1
