spatial id,temporal id,Target (normal),Normal target,occurrence t-4,occurrence t-3,occurrence t-2,occurrence t-1,occurrence t
6,318,1.0,1.0,1,1,1,1,1
1,319,1.0,1.0,1,1,1,1,1
2,319,1.0,1.0,1,1,1,1,1
5,319,1.0,1.0,1,1,1,0,1
6,319,1.0,1.0,1,1,1,1,1
1,320,0.0,0.0,1,1,1,1,0
2,320,1.0,1.0,1,1,1,1,1
5,320,1.0,1.0,1,1,0,1,1
6,320,1.0,1.0,1,1,1,1,1
1,321,0.0,0.0,1,1,1,0,1
2,321,0.0,0.0,1,1,1,1,1
5,321,0.0,0.0,1,0,1,1,1
6,321,1.0,1.0,1,1,1,1,1
1,322,0.0,0.0,1,1,0,1,0
2,322,1.0,1.0,1,1,1,1,1
5,322,1.0,1.0,0,1,1,1,1
6,322,1.0,1.0,1,1,1,1,1
1,323,1.0,1.0,1,0,1,0,0
2,323,1.0,1.0,1,1,1,1,0
5,323,0.0,0.0,1,1,1,1,0
6,323,1.0,1.0,1,1,1,1,1
1,324,1.0,1.0,0,1,0,0,0
2,324,0.0,0.0,1,1,1,0,1
5,324,0.0,0.0,1,1,1,0,1
6,324,0.0,0.0,1,1,1,1,1
1,325,1.0,1.0,1,0,0,0,1
2,325,1.0,1.0,1,1,0,1,1
5,325,0.0,0.0,1,1,0,1,0
6,325,1.0,1.0,1,1,1,1,1
1,326,1.0,1.0,0,0,0,1,1
2,326,0.0,0.0,1,0,1,1,0
5,326,1.0,1.0,1,0,1,0,0
6,326,1.0,1.0,1,1,1,1,0
1,327,1.0,1.0,0,0,1,1,1
2,327,0.0,0.0,0,1,1,0,1
5,327,1.0,1.0,0,1,0,0,0
6,327,0.0,0.0,1,1,1,0,1
1,328,0.0,0.0,0,1,1,1,1
2,328,0.0,0.0,1,1,0,1,0
5,328,0.0,0.0,1,0,0,0,1
6,328,1.0,1.0,1,1,0,1,1
1,329,1.0,1.0,1,1,1,1,1
2,329,0.0,0.0,1,0,1,0,0
5,329,0.0,0.0,0,0,0,1,1
6,329,1.0,1.0,1,0,1,1,0
1,330,1.0,1.0,1,1,1,1,0
2,330,0.0,0.0,0,1,0,0,0
5,330,0.0,0.0,0,0,1,1,0
6,330,1.0,1.0,0,1,1,0,1
1,331,1.0,1.0,1,1,1,0,1
2,331,1.0,1.0,1,0,0,0,0
5,331,1.0,1.0,0,1,1,0,0
6,331,1.0,1.0,1,1,0,1,1
1,332,1.0,1.0,1,1,0,1,1
2,332,1.0,1.0,0,0,0,0,0
5,332,0.0,0.0,1,1,0,0,0
6,332,1.0,1.0,1,0,1,1,1
1,333,1.0,1.0,1,0,1,1,1
2,333,1.0,1.0,0,0,0,0,1
5,333,1.0,1.0,1,0,0,0,1
6,333,1.0,1.0,0,1,1,1,1
1,334,1.0,1.0,0,1,1,1,1
2,334,1.0,1.0,0,0,0,1,1
5,334,1.0,1.0,0,0,0,1,0
6,334,1.0,1.0,1,1,1,1,1
1,335,1.0,1.0,1,1,1,1,1
2,335,1.0,1.0,0,0,1,1,1
5,335,1.0,1.0,0,0,1,0,1
6,335,1.0,1.0,1,1,1,1,1
1,336,1.0,1.0,1,1,1,1,1
2,336,1.0,1.0,0,1,1,1,1
5,336,1.0,1.0,0,1,0,1,1
6,336,1.0,1.0,1,1,1,1,1
1,337,1.0,1.0,1,1,1,1,1
2,337,1.0,1.0,1,1,1,1,1
5,337,1.0,1.0,1,0,1,1,1
6,337,1.0,1.0,1,1,1,1,1
1,338,1.0,1.0,1,1,1,1,1
2,338,0.0,0.0,1,1,1,1,1
5,338,0.0,0.0,0,1,1,1,1
6,338,1.0,1.0,1,1,1,1,1
1,339,1.0,1.0,1,1,1,1,1
2,339,0.0,0.0,1,1,1,1,1
5,339,1.0,1.0,1,1,1,1,1
6,339,1.0,1.0,1,1,1,1,1
1,340,1.0,1.0,1,1,1,1,1
2,340,1.0,1.0,1,1,1,1,0
5,340,1.0,1.0,1,1,1,1,0
6,340,1.0,1.0,1,1,1,1,1
1,341,0.0,0.0,1,1,1,1,1
2,341,0.0,0.0,1,1,1,0,0
5,341,0.0,0.0,1,1,1,0,1
6,341,1.0,1.0,1,1,1,1,1
1,342,1.0,1.0,1,1,1,1,1
2,342,0.0,0.0,1,1,0,0,1
5,342,1.0,1.0,1,1,0,1,1
6,342,1.0,1.0,1,1,1,1,1
1,343,0.0,0.0,1,1,1,1,0
2,343,1.0,1.0,1,0,0,1,0
5,343,1.0,1.0,1,0,1,1,0
6,343,1.0,1.0,1,1,1,1,1
1,344,1.0,1.0,1,1,1,0,1
2,344,0.0,0.0,0,0,1,0,0
5,344,1.0,1.0,0,1,1,0,1
6,344,1.0,1.0,1,1,1,1,1
1,345,1.0,1.0,1,1,0,1,0
2,345,0.0,0.0,0,1,0,0,1
5,345,0.0,0.0,1,1,0,1,1
6,345,0.0,0.0,1,1,1,1,1
1,346,1.0,1.0,1,0,1,0,1
2,346,0.0,0.0,1,0,0,1,0
5,346,1.0,1.0,1,0,1,1,1
6,346,1.0,1.0,1,1,1,1,1
1,347,1.0,1.0,0,1,0,1,1
2,347,1.0,1.0,0,0,1,0,0
5,347,1.0,1.0,0,1,1,1,0
6,347,1.0,1.0,1,1,1,1,0
1,348,1.0,1.0,1,0,1,1,1
2,348,1.0,1.0,0,1,0,0,0
5,348,1.0,1.0,1,1,1,0,1
6,348,1.0,1.0,1,1,1,0,1
1,349,0.0,0.0,0,1,1,1,1
2,349,1.0,1.0,1,0,0,0,1
5,349,1.0,1.0,1,1,0,1,1
6,349,1.0,1.0,1,1,0,1,1
1,350,1.0,1.0,1,1,1,1,1
2,350,1.0,1.0,0,0,0,1,1
5,350,1.0,1.0,1,0,1,1,1
6,350,0.0,0.0,1,0,1,1,1
1,351,0.0,0.0,1,1,1,1,0
2,351,1.0,1.0,0,0,1,1,1
5,351,0.0,0.0,0,1,1,1,1
6,351,1.0,1.0,0,1,1,1,1
1,352,1.0,1.0,1,1,1,0,1
2,352,1.0,1.0,0,1,1,1,1
5,352,0.0,0.0,1,1,1,1,1
6,352,1.0,1.0,1,1,1,1,0
1,353,0.0,0.0,1,1,0,1,0
2,353,0.0,0.0,1,1,1,1,1
5,353,0.0,0.0,1,1,1,1,0
6,353,1.0,1.0,1,1,1,0,1
1,354,1.0,1.0,1,0,1,0,1
2,354,0.0,0.0,1,1,1,1,1
5,354,0.0,0.0,1,1,1,0,0
6,354,1.0,1.0,1,1,0,1,1
1,355,0.0,0.0,0,1,0,1,0
2,355,0.0,0.0,1,1,1,1,0
5,355,1.0,1.0,1,1,0,0,0
6,355,1.0,1.0,1,0,1,1,1
1,356,1.0,1.0,1,0,1,0,1
2,356,1.0,1.0,1,1,1,0,0
5,356,0.0,0.0,1,0,0,0,0
6,356,1.0,1.0,0,1,1,1,1
1,357,1.0,1.0,0,1,0,1,0
2,357,1.0,1.0,1,1,0,0,0
5,357,1.0,1.0,0,0,0,0,1
6,357,1.0,1.0,1,1,1,1,1
1,358,0.0,0.0,1,0,1,0,1
2,358,1.0,1.0,1,0,0,0,1
5,358,0.0,0.0,0,0,0,1,0
6,358,1.0,1.0,1,1,1,1,1
1,359,0.0,0.0,0,1,0,1,1
2,359,1.0,1.0,0,0,0,1,1
5,359,1.0,1.0,0,0,1,0,1
6,359,1.0,1.0,1,1,1,1,1
1,360,1.0,1.0,1,0,1,1,0
2,360,1.0,1.0,0,0,1,1,1
5,360,0.0,0.0,0,1,0,1,0
6,360,1.0,1.0,1,1,1,1,1
1,361,1.0,1.0,0,1,1,0,0
2,361,0.0,0.0,0,1,1,1,1
5,361,1.0,1.0,1,0,1,0,1
6,361,1.0,1.0,1,1,1,1,1
1,362,1.0,1.0,1,1,0,0,1
2,362,1.0,1.0,1,1,1,1,1
5,362,1.0,1.0,0,1,0,1,0
6,362,1.0,1.0,1,1,1,1,1
1,363,1.0,1.0,1,0,0,1,1
2,363,0.0,0.0,1,1,1,1,0
5,363,1.0,1.0,1,0,1,0,1
6,363,0.0,0.0,1,1,1,1,1
1,364,1.0,1.0,0,0,1,1,1
2,364,1.0,1.0,1,1,1,0,1
5,364,1.0,1.0,0,1,0,1,1
6,364,1.0,1.0,1,1,1,1,1
1,365,1.0,1.0,0,1,1,1,1
2,365,1.0,1.0,1,1,0,1,0
5,365,1.0,1.0,1,0,1,1,1
6,365,1.0,1.0,1,1,1,1,0
1,366,1.0,1.0,1,1,1,1,1
2,366,1.0,1.0,1,0,1,0,1
5,366,1.0,1.0,0,1,1,1,1
6,366,1.0,1.0,1,1,1,0,1
1,367,1.0,1.0,1,1,1,1,1
2,367,1.0,1.0,0,1,0,1,1
5,367,0.0,0.0,1,1,1,1,1
6,367,1.0,1.0,1,1,0,1,1
1,368,0.0,0.0,1,1,1,1,1
2,368,1.0,1.0,1,0,1,1,1
5,368,1.0,1.0,1,1,1,1,1
6,368,1.0,1.0,1,0,1,1,1
1,369,1.0,1.0,1,1,1,1,1
2,369,0.0,0.0,0,1,1,1,1
5,369,1.0,1.0,1,1,1,1,0
6,369,1.0,1.0,0,1,1,1,1
1,370,1.0,1.0,1,1,1,1,0
2,370,0.0,0.0,1,1,1,1,1
5,370,0.0,0.0,1,1,1,0,1
6,370,1.0,1.0,1,1,1,1,1
1,371,1.0,1.0,1,1,1,0,1
2,371,1.0,1.0,1,1,1,1,0
5,371,0.0,0.0,1,1,0,1,1
6,371,1.0,1.0,1,1,1,1,1
1,372,1.0,1.0,1,1,0,1,1
2,372,1.0,1.0,1,1,1,0,0
5,372,0.0,0.0,1,0,1,1,0
6,372,1.0,1.0,1,1,1,1,1
1,373,1.0,1.0,1,0,1,1,1
2,373,1.0,1.0,1,1,0,0,1
5,373,1.0,1.0,0,1,1,0,0
6,373,1.0,1.0,1,1,1,1,1
1,374,0.0,0.0,0,1,1,1,1
2,374,1.0,1.0,1,0,0,1,1
5,374,0.0,0.0,1,1,0,0,0
6,374,1.0,1.0,1,1,1,1,1
1,375,0.0,0.0,1,1,1,1,1
2,375,0.0,0.0,0,0,1,1,1
5,375,0.0,0.0,1,0,0,0,1
6,375,1.0,1.0,1,1,1,1,1
1,376,1.0,1.0,1,1,1,1,0
2,376,0.0,0.0,0,1,1,1,1
5,376,1.0,1.0,0,0,0,1,0
6,376,1.0,1.0,1,1,1,1,1
1,377,0.0,0.0,1,1,1,0,0
2,377,0.0,0.0,1,1,1,1,0
5,377,0.0,0.0,0,0,1,0,0
6,377,0.0,0.0,1,1,1,1,1
1,378,1.0,1.0,1,1,0,0,1
2,378,1.0,1.0,1,1,1,0,0
5,378,0.0,0.0,0,1,0,0,1
6,378,1.0,1.0,1,1,1,1,1
1,379,1.0,1.0,1,0,0,1,0
2,379,1.0,1.0,1,1,0,0,0
5,379,0.0,0.0,1,0,0,1,0
6,379,0.0,0.0,1,1,1,1,0
1,380,1.0,1.0,0,0,1,0,1
2,380,1.0,1.0,1,0,0,0,1
5,380,1.0,1.0,0,0,1,0,0
6,380,1.0,1.0,1,1,1,0,1
1,381,1.0,1.0,0,1,0,1,1
2,381,0.0,0.0,0,0,0,1,1
5,381,0.0,0.0,0,1,0,0,0
6,381,1.0,1.0,1,1,0,1,0
1,382,1.0,1.0,1,0,1,1,1
2,382,0.0,0.0,0,0,1,1,1
5,382,0.0,0.0,1,0,0,0,1
6,382,1.0,1.0,1,0,1,0,1
1,383,1.0,1.0,0,1,1,1,1
2,383,1.0,1.0,0,1,1,1,0
5,383,1.0,1.0,0,0,0,1,0
6,383,1.0,1.0,0,1,0,1,1
1,384,0.0,0.0,1,1,1,1,1
2,384,1.0,1.0,1,1,1,0,0
5,384,0.0,0.0,0,0,1,0,0
6,384,1.0,1.0,1,0,1,1,1
1,385,1.0,1.0,1,1,1,1,1
2,385,0.0,0.0,1,1,0,0,1
5,385,1.0,1.0,0,1,0,0,1
6,385,1.0,1.0,0,1,1,1,1
1,386,1.0,1.0,1,1,1,1,0
2,386,0.0,0.0,1,0,0,1,1
5,386,0.0,0.0,1,0,0,1,0
6,386,1.0,1.0,1,1,1,1,1
1,387,1.0,1.0,1,1,1,0,1
2,387,0.0,0.0,0,0,1,1,0
5,387,0.0,0.0,0,0,1,0,1
6,387,1.0,1.0,1,1,1,1,1
1,388,1.0,1.0,1,1,0,1,1
2,388,1.0,1.0,0,1,1,0,0
5,388,0.0,0.0,0,1,0,1,0
6,388,1.0,1.0,1,1,1,1,1
1,389,1.0,1.0,1,0,1,1,1
2,389,1.0,1.0,1,1,0,0,0
5,389,0.0,0.0,1,0,1,0,0
6,389,1.0,1.0,1,1,1,1,1
1,390,1.0,1.0,0,1,1,1,1
2,390,1.0,1.0,1,0,0,0,1
5,390,1.0,1.0,0,1,0,0,0
6,390,1.0,1.0,1,1,1,1,1
1,391,1.0,1.0,1,1,1,1,1
2,391,1.0,1.0,0,0,0,1,1
5,391,0.0,0.0,1,0,0,0,0
6,391,0.0,0.0,1,1,1,1,1
1,392,1.0,1.0,1,1,1,1,1
2,392,0.0,0.0,0,0,1,1,1
5,392,1.0,1.0,0,0,0,0,1
6,392,0.0,0.0,1,1,1,1,1
1,393,1.0,1.0,1,1,1,1,1
2,393,1.0,1.0,0,1,1,1,1
5,393,0.0,0.0,0,0,0,1,0
6,393,0.0,0.0,1,1,1,1,0
1,394,1.0,1.0,1,1,1,1,1
2,394,1.0,1.0,1,1,1,1,0
5,394,1.0,1.0,0,0,1,0,1
6,394,0.0,0.0,1,1,1,0,0
1,395,1.0,1.0,1,1,1,1,1
2,395,0.0,0.0,1,1,1,0,1
5,395,1.0,1.0,0,1,0,1,0
6,395,1.0,1.0,1,1,0,0,0
1,396,0.0,0.0,1,1,1,1,1
2,396,1.0,1.0,1,1,0,1,1
5,396,1.0,1.0,1,0,1,0,1
6,396,1.0,1.0,1,0,0,0,0
1,397,1.0,1.0,1,1,1,1,1
2,397,0.0,0.0,1,0,1,1,0
5,397,0.0,0.0,0,1,0,1,1
6,397,1.0,1.0,0,0,0,0,1
1,398,1.0,1.0,1,1,1,1,0
2,398,1.0,1.0,0,1,1,0,1
5,398,1.0,1.0,1,0,1,1,1
6,398,1.0,1.0,0,0,0,1,1
1,399,1.0,1.0,1,1,1,0,1
2,399,0.0,0.0,1,1,0,1,0
5,399,1.0,1.0,0,1,1,1,0
6,399,1.0,1.0,0,0,1,1,1
1,400,1.0,1.0,1,1,0,1,1
2,400,0.0,0.0,1,0,1,0,1
5,400,0.0,0.0,1,1,1,0,1
6,400,1.0,1.0,0,1,1,1,1
1,401,1.0,1.0,1,0,1,1,1
2,401,1.0,1.0,0,1,0,1,0
5,401,1.0,1.0,1,1,0,1,1
6,401,1.0,1.0,1,1,1,1,1
1,402,1.0,1.0,0,1,1,1,1
2,402,0.0,0.0,1,0,1,0,0
5,402,0.0,0.0,1,0,1,1,0
6,402,1.0,1.0,1,1,1,1,1
1,403,0.0,0.0,1,1,1,1,1
2,403,1.0,1.0,0,1,0,0,1
5,403,1.0,1.0,0,1,1,0,1
6,403,1.0,1.0,1,1,1,1,1
1,404,1.0,1.0,1,1,1,1,1
2,404,1.0,1.0,1,0,0,1,0
5,404,1.0,1.0,1,1,0,1,0
6,404,1.0,1.0,1,1,1,1,1
1,405,1.0,1.0,1,1,1,1,0
2,405,1.0,1.0,0,0,1,0,1
5,405,0.0,0.0,1,0,1,0,1
6,405,1.0,1.0,1,1,1,1,1
1,406,0.0,0.0,1,1,1,0,1
2,406,1.0,1.0,0,1,0,1,1
5,406,1.0,1.0,0,1,0,1,1
6,406,0.0,0.0,1,1,1,1,1
1,407,1.0,1.0,1,1,0,1,1
2,407,1.0,1.0,1,0,1,1,1
5,407,1.0,1.0,1,0,1,1,0
6,407,1.0,1.0,1,1,1,1,1
1,408,1.0,1.0,1,0,1,1,0
2,408,0.0,0.0,0,1,1,1,1
5,408,1.0,1.0,0,1,1,0,1
6,408,0.0,0.0,1,1,1,1,0
1,409,1.0,1.0,0,1,1,0,1
2,409,0.0,0.0,1,1,1,1,1
5,409,1.0,1.0,1,1,0,1,1
6,409,1.0,1.0,1,1,1,0,1
1,410,1.0,1.0,1,1,0,1,1
2,410,1.0,1.0,1,1,1,1,0
5,410,0.0,0.0,1,0,1,1,1
6,410,0.0,0.0,1,1,0,1,0
1,411,1.0,1.0,1,0,1,1,1
2,411,1.0,1.0,1,1,1,0,0
5,411,0.0,0.0,0,1,1,1,1
6,411,1.0,1.0,1,0,1,0,1
1,412,1.0,1.0,0,1,1,1,1
2,412,1.0,1.0,1,1,0,0,1
5,412,1.0,1.0,1,1,1,1,0
6,412,1.0,1.0,0,1,0,1,0
1,413,0.0,0.0,1,1,1,1,1
2,413,1.0,1.0,1,0,0,1,1
5,413,0.0,0.0,1,1,1,0,0
6,413,1.0,1.0,1,0,1,0,1
1,414,0.0,0.0,1,1,1,1,1
2,414,0.0,0.0,0,0,1,1,1
5,414,0.0,0.0,1,1,0,0,1
6,414,1.0,1.0,0,1,0,1,1
1,415,0.0,0.0,1,1,1,1,0
2,415,1.0,1.0,0,1,1,1,1
5,415,1.0,1.0,1,0,0,1,0
6,415,1.0,1.0,1,0,1,1,1
1,416,0.0,0.0,1,1,1,0,0
2,416,1.0,1.0,1,1,1,1,0
5,416,1.0,1.0,0,0,1,0,0
6,416,1.0,1.0,0,1,1,1,1
1,417,1.0,1.0,1,1,0,0,0
2,417,0.0,0.0,1,1,1,0,1
5,417,1.0,1.0,0,1,0,0,1
6,417,1.0,1.0,1,1,1,1,1
1,418,1.0,1.0,1,0,0,0,0
2,418,1.0,1.0,1,1,0,1,1
5,418,0.0,0.0,1,0,0,1,1
6,418,1.0,1.0,1,1,1,1,1
1,419,1.0,1.0,0,0,0,0,1
2,419,1.0,1.0,1,0,1,1,0
5,419,1.0,1.0,0,0,1,1,1
6,419,1.0,1.0,1,1,1,1,1
1,420,0.0,0.0,0,0,0,1,1
2,420,1.0,1.0,0,1,1,0,1
5,420,1.0,1.0,0,1,1,1,0
6,420,1.0,1.0,1,1,1,1,1
1,421,1.0,1.0,0,0,1,1,1
2,421,1.0,1.0,1,1,0,1,1
5,421,1.0,1.0,1,1,1,0,1
6,421,1.0,1.0,1,1,1,1,1
1,422,0.0,0.0,0,1,1,1,0
2,422,1.0,1.0,1,0,1,1,1
5,422,1.0,1.0,1,1,0,1,1
6,422,1.0,1.0,1,1,1,1,1
1,423,1.0,1.0,1,1,1,0,1
2,423,0.0,0.0,0,1,1,1,1
5,423,0.0,0.0,1,0,1,1,1
6,423,0.0,0.0,1,1,1,1,1
1,424,1.0,1.0,1,1,0,1,0
2,424,1.0,1.0,1,1,1,1,1
5,424,1.0,1.0,0,1,1,1,1
6,424,1.0,1.0,1,1,1,1,1
1,425,0.0,0.0,1,0,1,0,1
2,425,0.0,0.0,1,1,1,1,0
5,425,0.0,0.0,1,1,1,1,0
6,425,1.0,1.0,1,1,1,1,0
1,426,1.0,1.0,0,1,0,1,1
2,426,1.0,1.0,1,1,1,0,1
5,426,1.0,1.0,1,1,1,0,1
6,426,1.0,1.0,1,1,1,0,1
1,427,1.0,1.0,1,0,1,1,0
2,427,1.0,1.0,1,1,0,1,0
5,427,1.0,1.0,1,1,0,1,0
6,427,0.0,0.0,1,1,0,1,1
1,428,0.0,0.0,0,1,1,0,1
2,428,0.0,0.0,1,0,1,0,1
5,428,1.0,1.0,1,0,1,0,1
6,428,1.0,1.0,1,0,1,1,1
1,429,1.0,1.0,1,1,0,1,1
2,429,1.0,1.0,0,1,0,1,1
5,429,1.0,1.0,0,1,0,1,1
6,429,0.0,0.0,0,1,1,1,0
1,430,0.0,0.0,1,0,1,1,0
2,430,1.0,1.0,1,0,1,1,0
5,430,1.0,1.0,1,0,1,1,1
6,430,1.0,1.0,1,1,1,0,1
1,431,1.0,1.0,0,1,1,0,1
2,431,1.0,1.0,0,1,1,0,1
5,431,1.0,1.0,0,1,1,1,1
6,431,1.0,1.0,1,1,0,1,0
1,432,0.0,0.0,1,1,0,1,0
2,432,1.0,1.0,1,1,0,1,1
5,432,1.0,1.0,1,1,1,1,1
6,432,1.0,1.0,1,0,1,0,1
1,433,1.0,1.0,1,0,1,0,1
2,433,0.0,0.0,1,0,1,1,1
5,433,1.0,1.0,1,1,1,1,1
6,433,0.0,0.0,0,1,0,1,1
1,434,1.0,1.0,0,1,0,1,0
2,434,0.0,0.0,0,1,1,1,1
5,434,1.0,1.0,1,1,1,1,1
6,434,0.0,0.0,1,0,1,1,1
1,435,1.0,1.0,1,0,1,0,1
2,435,1.0,1.0,1,1,1,1,0
5,435,1.0,1.0,1,1,1,1,1
6,435,0.0,0.0,0,1,1,1,0
1,436,1.0,1.0,0,1,0,1,1
2,436,1.0,1.0,1,1,1,0,0
5,436,0.0,0.0,1,1,1,1,1
6,436,1.0,1.0,1,1,1,0,0
1,437,1.0,1.0,1,0,1,1,1
2,437,0.0,0.0,1,1,0,0,1
5,437,1.0,1.0,1,1,1,1,1
6,437,1.0,1.0,1,1,0,0,0
1,438,1.0,1.0,0,1,1,1,1
2,438,1.0,1.0,1,0,0,1,1
5,438,1.0,1.0,1,1,1,1,0
6,438,0.0,0.0,1,0,0,0,1
1,439,1.0,1.0,1,1,1,1,1
2,439,0.0,0.0,0,0,1,1,0
5,439,0.0,0.0,1,1,1,0,1
6,439,1.0,1.0,0,0,0,1,1
1,440,1.0,1.0,1,1,1,1,1
2,440,1.0,1.0,0,1,1,0,1
5,440,1.0,1.0,1,1,0,1,1
6,440,1.0,1.0,0,0,1,1,0
1,441,1.0,1.0,1,1,1,1,1
2,441,1.0,1.0,1,1,0,1,0
5,441,0.0,0.0,1,0,1,1,0
6,441,1.0,1.0,0,1,1,0,1
1,442,1.0,1.0,1,1,1,1,1
2,442,1.0,1.0,1,0,1,0,1
5,442,1.0,1.0,0,1,1,0,1
6,442,1.0,1.0,1,1,0,1,1
1,443,1.0,1.0,1,1,1,1,1
2,443,0.0,0.0,0,1,0,1,1
5,443,1.0,1.0,1,1,0,1,0
6,443,1.0,1.0,1,0,1,1,1
1,444,1.0,1.0,1,1,1,1,1
2,444,0.0,0.0,1,0,1,1,1
5,444,1.0,1.0,1,0,1,0,1
6,444,1.0,1.0,0,1,1,1,1
1,445,1.0,1.0,1,1,1,1,1
2,445,1.0,1.0,0,1,1,1,0
5,445,1.0,1.0,0,1,0,1,1
6,445,1.0,1.0,1,1,1,1,1
1,446,1.0,1.0,1,1,1,1,1
2,446,1.0,1.0,1,1,1,0,0
5,446,0.0,0.0,1,0,1,1,1
6,446,0.0,0.0,1,1,1,1,1
1,447,0.0,0.0,1,1,1,1,1
2,447,1.0,1.0,1,1,0,0,1
5,447,1.0,1.0,0,1,1,1,1
6,447,1.0,1.0,1,1,1,1,1
1,448,0.0,0.0,1,1,1,1,1
2,448,1.0,1.0,1,0,0,1,1
5,448,1.0,1.0,1,1,1,1,0
6,448,1.0,1.0,1,1,1,1,0
1,449,0.0,0.0,1,1,1,1,0
2,449,1.0,1.0,0,0,1,1,1
5,449,1.0,1.0,1,1,1,0,1
6,449,1.0,1.0,1,1,1,0,1
1,450,1.0,1.0,1,1,1,0,0
2,450,1.0,1.0,0,1,1,1,1
5,450,1.0,1.0,1,1,0,1,1
6,450,1.0,1.0,1,1,0,1,1
1,451,1.0,1.0,1,1,0,0,0
2,451,0.0,0.0,1,1,1,1,1
5,451,1.0,1.0,1,0,1,1,1
6,451,1.0,1.0,1,0,1,1,1
1,452,0.0,0.0,1,0,0,0,1
2,452,1.0,1.0,1,1,1,1,1
5,452,0.0,0.0,0,1,1,1,1
6,452,0.0,0.0,0,1,1,1,1
1,453,1.0,1.0,0,0,0,1,1
2,453,1.0,1.0,1,1,1,1,0
5,453,1.0,1.0,1,1,1,1,1
6,453,1.0,1.0,1,1,1,1,1
1,454,1.0,1.0,0,0,1,1,0
2,454,0.0,0.0,1,1,1,0,1
5,454,1.0,1.0,1,1,1,1,0
6,454,1.0,1.0,1,1,1,1,0
1,455,1.0,1.0,0,1,1,0,1
2,455,1.0,1.0,1,1,0,1,1
5,455,1.0,1.0,1,1,1,0,1
6,455,1.0,1.0,1,1,1,0,1
1,456,1.0,1.0,1,1,0,1,1
2,456,1.0,1.0,1,0,1,1,0
5,456,1.0,1.0,1,1,0,1,1
6,456,1.0,1.0,1,1,0,1,1
1,457,1.0,1.0,1,0,1,1,1
2,457,0.0,0.0,0,1,1,0,1
5,457,1.0,1.0,1,0,1,1,1
6,457,1.0,1.0,1,0,1,1,1
1,458,1.0,1.0,0,1,1,1,1
2,458,0.0,0.0,1,1,0,1,1
5,458,1.0,1.0,0,1,1,1,1
6,458,1.0,1.0,0,1,1,1,1
1,459,1.0,1.0,1,1,1,1,1
2,459,1.0,1.0,1,0,1,1,0
5,459,0.0,0.0,1,1,1,1,1
6,459,1.0,1.0,1,1,1,1,1
1,460,1.0,1.0,1,1,1,1,1
2,460,1.0,1.0,0,1,1,0,0
5,460,0.0,0.0,1,1,1,1,1
6,460,1.0,1.0,1,1,1,1,1
1,461,1.0,1.0,1,1,1,1,1
2,461,1.0,1.0,1,1,0,0,1
5,461,1.0,1.0,1,1,1,1,0
6,461,1.0,1.0,1,1,1,1,1
1,462,1.0,1.0,1,1,1,1,1
2,462,1.0,1.0,1,0,0,1,1
5,462,1.0,1.0,1,1,1,0,0
6,462,1.0,1.0,1,1,1,1,1
1,463,1.0,1.0,1,1,1,1,1
2,463,1.0,1.0,0,0,1,1,1
5,463,0.0,0.0,1,1,0,0,1
6,463,1.0,1.0,1,1,1,1,1
1,464,0.0,0.0,1,1,1,1,1
2,464,1.0,1.0,0,1,1,1,1
5,464,0.0,0.0,1,0,0,1,1
6,464,1.0,1.0,1,1,1,1,1
1,465,1.0,1.0,1,1,1,1,1
2,465,1.0,1.0,1,1,1,1,1
5,465,0.0,0.0,0,0,1,1,0
6,465,1.0,1.0,1,1,1,1,1
1,466,1.0,1.0,1,1,1,1,0
2,466,1.0,1.0,1,1,1,1,1
5,466,0.0,0.0,0,1,1,0,0
6,466,1.0,1.0,1,1,1,1,1
1,467,1.0,1.0,1,1,1,0,1
2,467,1.0,1.0,1,1,1,1,1
5,467,1.0,1.0,1,1,0,0,0
6,467,1.0,1.0,1,1,1,1,1
1,468,0.0,0.0,1,1,0,1,1
2,468,1.0,1.0,1,1,1,1,1
5,468,0.0,0.0,1,0,0,0,0
6,468,1.0,1.0,1,1,1,1,1
1,469,0.0,0.0,1,0,1,1,1
2,469,1.0,1.0,1,1,1,1,1
5,469,1.0,1.0,0,0,0,0,1
6,469,1.0,1.0,1,1,1,1,1
1,470,1.0,1.0,0,1,1,1,0
2,470,1.0,1.0,1,1,1,1,1
5,470,1.0,1.0,0,0,0,1,0
6,470,1.0,1.0,1,1,1,1,1
1,471,1.0,1.0,1,1,1,0,0
2,471,1.0,1.0,1,1,1,1,1
5,471,1.0,1.0,0,0,1,0,1
6,471,1.0,1.0,1,1,1,1,1
1,472,1.0,1.0,1,1,0,0,1
2,472,1.0,1.0,1,1,1,1,1
5,472,1.0,1.0,0,1,0,1,1
6,472,1.0,1.0,1,1,1,1,1
1,473,1.0,1.0,1,0,0,1,1
2,473,0.0,0.0,1,1,1,1,1
5,473,1.0,1.0,1,0,1,1,1
6,473,1.0,1.0,1,1,1,1,1
1,474,1.0,1.0,0,0,1,1,1
2,474,1.0,1.0,1,1,1,1,1
5,474,0.0,0.0,0,1,1,1,1
6,474,1.0,1.0,1,1,1,1,1
1,475,1.0,1.0,0,1,1,1,1
2,475,0.0,0.0,1,1,1,1,0
5,475,1.0,1.0,1,1,1,1,1
6,475,1.0,1.0,1,1,1,1,1
1,476,0.0,0.0,1,1,1,1,1
2,476,0.0,0.0,1,1,1,0,1
5,476,1.0,1.0,1,1,1,1,0
6,476,1.0,1.0,1,1,1,1,1
